"Hash","NodeName","PL","TR","Notes"
"4F1D4D0644D78D382D690EB1C36049A4","CinematicNode_Choice_1","Spróbuj się zdrzemnąć.","Kestirmeye çalış.",""
"1A0818574DA8F2E5C9D1879A64E93E87","CinematicNode_Choice_1","Dowiedz się więcej o Janku.","Janek hakkında daha fazla bilgi al.",""
"C995D88C4CB094C8765767A867AA4548","CinematicNode_Choice_1","1","1",""
"DE3461944AD53BACCCB5399FBC134670","CinematicNode_Choice_1","2","2",""
"9BEBD63E449D034EF2D98687B27FD8D1","CinematicNode_Choice_2","Zbyj go.","Onu geçiştir.",""
"0746A4BA4CCD58BCCC2275A2D706CB48","CinematicNode_Choice_2","Spróbuj odwrócić jego uwagę.","Dikkatini başka yöne çekmeye çalış.",""
"909475DD48845FEEA4651AACB64930FA","CinematicNode_Choice_2","Powiedz, żeby się martwił o siebie.","Kendi derdine yanmasını söyle.",""
"60E99BB946A2480D9A05EE91F26B4BA8","CinematicNode_Choice_2","1","1",""
"D79C6C2144CF9095ADC98A96A97B6783","CinematicNode_Choice_2","2","2",""
"450FD86749F964B8AD68BF8DBC36B6C9","CinematicNode_Choice_2","3","3",""
"9C6390384FFFB79D8000A5BA07FD931A","CinematicNode_Choice_7","Powiedz, że twój ojciec też nie żyje.","Senin babanın da hayatta olmadığını söyle.",""
"A070EEAF426AFE94A1207D884263C1A1","CinematicNode_Choice_7","Powiedz, że w jego wieku głównie podróżowałeś.","Onun yaşında çoğunlukla seyahat ettiğini söyle.",""
"E62A00C44CBCE861BE85CCB64FF30429","CinematicNode_Choice_7","1","1",""
"B38166264263F5BE139E7B8C5506CB76","CinematicNode_Choice_7","2","2",""
"2B873A2042C8B2B2376EB5906111C83F","CinematicNode_Choice_8","Powiedz, że nie chciałeś się pysznić.","Övünmek istemediğini söyle.",""
"800C4BC74F70374C41D800A746677C46","CinematicNode_Choice_8","Nie zaprzeczaj.","Reddetme.",""
"26C30BD34EB9B6E673315188CE87459F","CinematicNode_Choice_8","1","1",""
