"Hash","NodeName","PL","TR","Notes"
"F18704A54970ABD6010F31B6663B36E6","CinematicNode_Choice_1","Zapytaj, co ze sprawą Rybaka.","Balıkçı davasının akıbetini sor.",""
"D25956D34CB6EBB2A1977FA2F91959BD","CinematicNode_Choice_1","Podziękuj i pożegnaj się.","Teşekkür et ve vedalaş.",""
"229647F343150FD37EAD9281ACC67E91","CinematicNode_Choice_1","1","1",""
"86B8EDFA4992E707F0BA0DB746622E60","CinematicNode_Choice_1","2","2",""
"C81A7F89419F2D5334F55987D8F23C13","CinematicNode_Response_0","Do widzenia.","Hoşça kalın.",""
"BE26C4EC4B1EDE47721F15AD01B6686B","CinematicNode_Response_1","Oby nie.","Umarım olmaz.",""
"8072633342C10A04D7EA8BBE84FF7D7C","CinematicNode_Response_5","""Łaźnia Teodozji Majewskiej"", przy telefonie Wiktoriusz, słucham.","""Teodozja Majewska Hamamı"", telefondaki Wiktoriusz, dinliyorum.",""
"EBC1E0584CEA4E50F3CDD6B63052BF12","CinematicNode_Response_5","Szulski? Pielewin mówi.","Szulski? Pielewin konuşuyor.",""
"6D1691FC49BF7BF50E3DD38F14B9FA78","CinematicNode_Response_5","Czekałem na telefon komisarza. Słucham.","Komiserin aramasını bekliyordum. Dinliyorum.",""
"909707564141712F4157019CB4A3C888","CinematicNode_Response_5","Rano wypuścili Kajetana. Pomyślałem, że chciałbyś wiedzieć.","Sabah Kajetan'ı bıraktılar. Bilmek istersin diye düşündüm.",""
"615494AF49FCBCF9A59D3592CD33681C","CinematicNode_Response_5","Oczyściłem go z zarzutów, ale jemu to i tak wszystko jedno.","Onu suçlamalardan aklattım, ama onun için fark etmiyor zaten.",""
"A56D2AEA4BF62327C32EE096ADF9643F","CinematicNode_Response_6","Jak się skończyła sprawa Rybaka, to jest, Klary?","Balıkçı, yani Klara davası nasıl bitti?",""
"12017F5943B07461ABA71082F3544981","CinematicNode_Response_7","Tajemnica śledztwa.","Soruşturma sırrı.",""
"F4F87878432E38103702DC861F390715","CinematicNode_Response_7","Rozumiem, a czy...? ","Anlıyorum, peki…? ",""
"EA8D49864037916E8A75079E12DE2991","CinematicNode_Response_7","Halo?","Alo?",""
"20A6E0EC4967C24039DC72B1CEE4EC72","CinematicNode_Response_8","Powieszą ją. Nikt nie będzie tęsknił.","Onu asacaklar. Kimse özlemeyecek.",""
"E93B72284A7BF361B2BC2A9883C79C62","CinematicNode_Response_8","Rozumiem.","Anlıyorum.",""
"4906CBF447F5763084FC25B0405F19CD","CinematicNode_Response_9","Dziękuję komisarzu. Zajmę się tym jego nastrojem. Do widzenia.","Sağ olun komiserim. Onun moraliyle ben ilgilenirim. Hoşça kalın.",""
