"Hash","NodeName","PL","TR","Notes"
"61228D49499C59EB87ADBA9B699728DD","pw_vset_prostitute_f_04","Tu się dziewczyny muszą pilnować, żeby ich gdzieś dalej nie sprzedano.","Buradaki kızlar, daha uzaklara satılmasınlar diye dikkat etmeli.",""
"8EBA8EF94733AB5BC62AE987F71B302C","pw_vset_prostitute_f_04","My tu wiemy, jak o siebie zadbać.","Burada kendimize nasıl bakacağımızı biliriz.",""
"97E898294F349275723357B44CC608B5","pw_vset_prostitute_f_04","Za gapienie też się płaci.","Bakmak da paralı.",""
"01F2E50D4C06AEB06CAE16B82AA11823","pw_vset_prostitute_f_04","Dla Patrycji będzie trzeba coś załatwić.","Patrycja için bir şeyler ayarlamak gerekecek.",""
"B547B3A24345BF70724A4F93314866E5","pw_vset_prostitute_f_04","Uważajcie na siebie.","Birbirinize dikkat edin.",""
"B962689C4010B7C0028CDCA871E784F2","pw_vset_prostitute_f_04","Poszła wczoraj z takim szpotawym i jeszcze jej nikt nie widział.","Dün yampiri birinin yanına gitti, hâlâ gören olmadı.",""
"FBC5A885470971EEA4155AA500ED4B06","pw_vset_prostitute_f_04","W Londynie to za winogrono dają.","Londra''da üzüm karşılığı veriyorlarmış.",""
"1C96B4F741B279F92DC07AAC38CD963A","pw_vset_prostitute_f_04","Nie ma zniżek dla <i>soldatów</>.","<i>Soldatlara</> indirim yok.",""
"511AC9A047E8580937A6FBBCD8E666B9","pw_vset_prostitute_f_04","Francę tylko roznosi, poczwara stara.","Frengi yayıyor sadece, kocakarı yaratık.",""
"96604FBA4F6A7022F4F20CA4B5BBC524","pw_vset_prostitute_f_04","Ja to lubię nawet, jak tytoniem pachnie.","Ben üstünde tütün koksun severim hatta.",""
"C1D73FAE40DF69589CF77D8483CDBB9C","pw_vset_prostitute_f_04","Znajdywano je po mieście później, porżnięte.","Sonradan kentin oradan buradan parçalanmış buluyorlardı.",""
"E53E4F4C4625D66E06A0FEAB25E2D06C","pw_vset_prostitute_f_04","Wycinał im flaki normalnie. Pruł, jedną za drugą.","Bağırsaklarını söküyordu resmen. Birini bitirip ötekini doğruyordu.",""
