"Hash","NodeName","PL","TR","Notes"
"BB37FB8C4D3DF91974A0328529863716","CinematicNode_Choice_1","Zdyscyplinuj żołnierzy.","Askerleri hizaya sok.",""
"C6196DF84AF92AB711B89B83F6A95F32","CinematicNode_Choice_1","Wdaj się w bójkę.","Kavgaya tutuş.",""
"42B9951C4729058598A9FBADDB4E38A0","CinematicNode_Choice_1","Zapłać im.","Onlara öde.",""
"FD287E10494008ABB2E4BBAD92CB328D","CinematicNode_Choice_1","1","1",""
"E666760A4BD8229CBDBFEEA583B1ED26","CinematicNode_Choice_1","2","2",""
"A7B0F7B74BFC5219E901558553A69E55","CinematicNode_Choice_1","3","3",""
"59C24A8C42EF2EA1BFA340AE0DDA79AC","CinematicNode_Response_0","Panie kochany, nie wiem, coś pan im właściwie zrobił, ale dziś wożę pana za darmo. ","Canım beyefendi, onlara tam olarak ne yaptınız bilmiyorum ama bugün sizi bedavaya taşıyorum. ",""
"E6848B304E1FDAB81DA5FB80F8C8020D","CinematicNode_Response_0","Tylko musimy być ostrożni. Część dzielnic jest odcięta przez władze. Ale tak, czy inaczej dzisiejsze kursiki, na mój koszt.","Yalnız dikkatli olmalıyız. Bazı mahalleler yetkililerce kapatılmış. Nasıl olursa olsun, bugünkü seferler benim hesabıma.",""
"D9CF78004220FC770C46B1B0402A36C1","CinematicNode_Response_2","A więc tak wyglądają żołnierze Imperium Rosyjskiego? Banda żałosnych łapówkarzy, bez honoru i poczucia obowiązku?","Rus İmparatorluğu'nun askerleri böyle mi görünüyor yani? Onursuz, görev duygusuz, acınası bir rüşvetçi çetesi mi?",""
"D8F586D84AF75F8CE39BDCA47AA9444B","CinematicNode_Response_2","Jak chcesz magiku. Zobaczymy ile bedziesz miał honoru jak trafisz do Cytadeli.","Nasıl istersen, büyücü. Sitadel'e düştüğünde sende ne kadar onur kaldığını görürüz.",""
"9935C2B34A176B4E8A10A28A13F3F8B6","CinematicNode_Response_2","Bierzemy go. Nie musi być w jednym kawałku.","Alıyoruz onu. Tek parça olması şart değil.",""
"8132F3A448CF8E23BEC046A084DAE1F0","CinematicNode_Response_3","Proszę bardzo. Weksel wystarczy za dowód?","Buyurun. Senet yeterli kanıt olur mu?",""
"D1808B1E40948205FEC25BBEDFC4F7AA","CinematicNode_Response_3","Będzie w sam raz.","Tam da uygun olur.",""
"B9FEE5434475AD9CC1E33184F58D52CD","CinematicNode_Response_3","Szeregowy, wiesz co robić, do Cytadeli z nimi.","Er, ne yapacağını biliyorsun, Sitadel'e götür bunları.",""
"256171ED443C143461AC999DA03A5DEF","CinematicNode_Response_3","Przecież chciałem zapłacić!","Ama ödemek istemiştim!",""
"893D92144991C077DF3E50894E1474BD","CinematicNode_Response_3","Pokorne ciele dwie matki ssie. Brać ich.","Alçakgönüllü dana iki anayı emer derler. Alın şunları.","Polonyalı atasözü, alaycı"
"A02340AF4BF446B028887F81B124F536","CinematicNode_Response_4","Przykro mi panowie. Potrzebuję tej dorożki, a w Cytadeli już byłem i nie zamierzam tam wracać.","Kusura bakmayın beyler. Bu faytona ihtiyacım var, Sitadel'e zaten gittim ve oraya dönmeye de hiç niyetim yok.",""
"6F87622D4B3E00A20087D18DFB3E0D8F","CinematicNode_Response_4","Kapitanie! To ten magik co go szukają!","Kaptan! Aradıkları büyücü bu!",""
"53E45B334ECFE05E06B75DB8CE23E909","CinematicNode_Response_4","Kurwa mać! Na niego!","Hassiktir! Yakalayın!",""
"F9D166F640E1C8EDF9D4BBBDA738D4EE","CinematicNode_Response_5","Potrzebuję dorożki. Wolna?","Faytona ihtiyacım var. Boş mu?",""
"459D4AE444D043410520EBA1360EB7D9","CinematicNode_Response_5","Panie! Tu <dl>blat</> chcą ze mnie zedrzeć. Pomocy!","Beyefendi! Benden <dl>haraç</> kesmek istiyorlar. İmdat!",""
"5ADAF80B436F5945372948B40B1EF2C5","CinematicNode_Response_5","Patrz szeregowy, ten tu ma nawet książkę, szefostwo będzie zadowolone. Zaznajom tych dwóch z ich prawami.","Bak er, bunda kitap bile var, üst makam memnun kalacak. Şu ikisine haklarını tebliğ et.",""
"D8CB78E247F65A591EEF2A9DEA7084F4","CinematicNode_Response_5","Nie macie żadnych. Na mocy rozporządzenia o stanie wojennym, zostaliście zakwalifikowani jako element podejrzany.","Hiçbir hakkınız yok. Sıkıyönetim kararnamesi gereği, şüpheli unsur olarak sınıflandırıldınız.",""
"95D4E0BF4A0902A60ED9D5B12DDEEF87","CinematicNode_Response_5","Odeskortujemy was do Cytadeli.","Sizi Sitadel'e götüreceğiz.",""
"ADAD1A1F42B4613604EE789A3648B411","CinematicNode_Response_5","Chyba, że jakiś prezent nas przekona, że jesteście niewinni.","Tabii bir hediye bizi masum olduğunuza ikna ederse o başka.",""
