"Hash","NodeName","PL","TR","Notes"
"EBE2BC79429C0E1B7901F69A5FD571C6","CinematicNode_Choice_0","Spraw, by starowince się odmieniło.","İhtiyar kadında bir değişiklik uyandır.",""
"22BAF3C34532EA9D82C144AFB956B12C","CinematicNode_Choice_0","Poinformuj, że Rofe nie żyje.","Rofe'nin öldüğünü söyle.",""
"81D2C1C048DC67C0F0178685C576A259","CinematicNode_Choice_0","Powiedz, że Rofe wyjechał z miasta.","Rofe'nin şehirden ayrıldığını söyle.",""
"DBE508DF4EFFBA6BF9F698910192DEE8","CinematicNode_Choice_0","Każ im zejść ci z oczu.","Gözünün önünden çekilmelerini söyle.",""
"92E21EB1438EC4FDEEAB9A923E5ECF7C","CinematicNode_Choice_0","1","1",""
"181FF42A4D8F3C0D3FEC06BBA4C02CA3","CinematicNode_Choice_0","2","2",""
"8A654D714B327D5DC6B174915E9194D3","CinematicNode_Choice_0","3","3",""
"3D964F4C47917BDF157DB89744FEE7F9","CinematicNode_Choice_0","4","4",""
"6083873845B2C4BE2BD3F2B6FD772B99","CinematicNode_Choice_2","Zapytaj, co tu robi.","Burada ne işi olduğunu sor.",""
"C42DDCF240377987EC4F439AD04AA1F1","CinematicNode_Choice_2","Przyznaj, że miałeś o nim lepsze zdanie.","Onun hakkında daha iyi düşündüğünü kabul et.",""
"F399F3E34557370F00A42E88349331B8","CinematicNode_Choice_2","1","1",""
"A7E362B44BD2A5012662ADABE9ADDF8B","CinematicNode_Choice_2","2","2",""
"D2B32006485B1AD7D6AB7EBDA49CD371","CinematicNode_Choice_3","Uwolnij zduszoną nienawiścią, żałobę starowinki.","İhtiyar kadının nefretle bastırdığı yası serbest bırak.",""
"4C6BDC9E48AB7D64103F7F98199FB623","CinematicNode_Choice_3","Każ mu stąd odejść.","Buradan gitmesini söyle.",""
"076BCBAD4DF3988D50DD51BCE8619300","CinematicNode_Choice_3","Przejdź do bicia.","Dövüşmeye geç.",""
"E10F71C74A736A554E83EEB6AF4D9843","CinematicNode_Choice_3","1","1",""
"9F70E1E94227EE088A5808A5D27F6A53","CinematicNode_Choice_3","2","2",""
"82F08A374BF9B683C993EDA381A2F9B6","CinematicNode_Choice_3","3","3",""
"AA9D290E45864D4DE97DF8ADD1314454","CinematicNode_Choice_4","Zapytaj, czemu sam się z tobą nie zmierzy.","Niye seninle bizzat çarpışmadığını sor.",""
"DB2E55F9421D713086B118BDF74EAC93","CinematicNode_Choice_4","Powiedz, że już dosyć tego.","Bu kadarının yettiğini söyle.",""
"335B56B342F66B9BB4FE18BF0D59305B","CinematicNode_Choice_4","Zauważ, że tylko ty masz prawo obrażać ojca.","Babana hakaret etme hakkının yalnızca sende olduğunu belirt.",""
"B036C569449B1E9C2B1F2C825E954893","CinematicNode_Choice_4","1","1",""
"0089B10B4CC694984C6C4A9DD544C132","CinematicNode_Choice_4","2","2",""
"2F4347A9455B2D1B3CFE5E9DBD31EF20","CinematicNode_Choice_4","3","3",""
"AEE50CE74AB990A7E02F16B9457FD476","CinematicNode_Choice_7","Przyznaj, że on tylko pogłębia problem.","Onun sorunu yalnızca daha derinleştirdiğini kabul et.",""
"10431FF3460D99969C5A02A33C8AC382","CinematicNode_Choice_7","Pożegnaj go uprzejmie.","Onunla nazikçe vedalaş.",""
"8FFB59E44DE1662DE5CB0C99850C868E","CinematicNode_Choice_7","Odejdź.","Çekil git.",""
"D92A41DB44CA67281AA0F9B8D6AAA96A","CinematicNode_Choice_7","1","1",""
"CD30FAB04C62525C15A8A99D93E8E4AD","CinematicNode_Choice_7","2","2",""
"C95B83F54FA4D99C3C0BF093879324F5","CinematicNode_Choice_7","3","3",""
"38410F0A41AF0A1ADB7B159750DD43E5","CinematicNode_Response_0","To ten? Rofe?","Bu mu? Rofe mi?",""
"941CB2134A54A96C06E35FB9E9019E18","CinematicNode_Response_0","Przecież to Szulski! Przyszliśmy po jednego thaumaturga, a mamy dwóch.","Bu Szulski be! Tek bir tılsımkâr için geldik, iki tane çıktı.",""
"576C40C641C0DDEEF733BFB70F63D94D","CinematicNode_Response_1","To on! To ten zabił moich chłopców! Dobre ludzie, bijta go!","O! Oğullarımı bu öldürdü! İyi insanlar, vurun şuna!",""
"629F9E5D44BAD0F110D043A01ABB2953","CinematicNode_Response_10","W żałobie nie ma miejsca na twoją nienawiść. Wiesz, że twój syn chciał powstrzymać rozlew krwi. Umarł pełen wstydu.","Yasta nefretine yer yoktur. Oğlunun kan dökülmesini durdurmak istediğini biliyorsun. Utancıyla can verdi.",""
"5DC93438431CACAD9375A19B67DCF6B0","CinematicNode_Response_10","Konając, ściskał medalik z komunii. I modlił się o przebaczenie. Dla was wszystkich.","Son nefesinde komünyon madalyonunu sıkıyordu. Hepiniz için bağışlanma diliyordu.",""
"8FB7F80D489D22E4CF995D86276F93AF","CinematicNode_Response_10","To był dobry chłopiec. Matka Boska by nie chciała... ani tego, ani co wy tu robicie, Chajat.","İyi bir oğlandı. Meryem Ana bunu da istemezdi, sizin burada yaptığınızı da, Chajat.",""
"94AC93BB40097463ACD5ACB18B755335","CinematicNode_Response_10","Józefowa, przecież to są jego sztuczki!","Józefowa, bunlar onun oyunları be!",""
"7B5C989845D7C7B041D42DA200772258","CinematicNode_Response_10","Chajat, stary a głupi. Idź do siebie. A wy, chłopcy, odprowadźta mnie do domu. Oszczędźta takiego bólu waszym matkom.","Chajat, koca herif aptal. Evine git. Siz de, oğullar, beni eve bırakın. Analarınızı böyle bir acıdan kurtarın.",""
"EE1A2C2A43ED6539345DA7A0B5DE2AED","CinematicNode_Response_10","...","…",""
"8081E25A43252F97E0A2869F2436F5D0","CinematicNode_Response_11","A czemu ty się ze mną sam nie spróbujesz?","Niye benimle bizzat sınamıyorsun kendini?",""
"CED2789F466700ABE372F3B45D6CA648","CinematicNode_Response_12","Zostałeś sam na placu boju. To koniec.","Meydanda yapayalnız kaldın. Bitti.",""
"86CB2DD749F8146CC39E248A95569F88","CinematicNode_Response_13","Stanisław Szulski nie baczył na cierpienie innych. Teraz to wy powinniście zacząć się bać.","Stanisław Szulski başkalarının acısına aldırmazdı. Şimdi sıra korkmaya sizde.",""
"F061775B4119F9718E977294EAD02FAC","CinematicNode_Response_13","Takich, jak ja, jest w tym mieście wielu.","Bu şehirde benim gibisinden çoktur.",""
"865B60B44456AB73865D32B73952EEEA","CinematicNode_Response_14","Wolnego, Chajat. Tylko ja mogę go obrażać.","Yavaş ol, Chajat. Ona hakaret etme hakkı yalnızca benim.",""
"174CDA464C6907B9C6A758A8DD510768","CinematicNode_Response_15","To on! To ten zabił moich chłopców! Dobre ludzie, bijta go!","O! Oğullarımı bu öldürdü! İyi insanlar, vurun şuna!",""
"1C63E72C43E3799D369C208B8510A5D7","CinematicNode_Response_15","Pomścimy ich, dobra kobieto. Śmierć za śmierć.","Onların öcünü alırız, iyi yürekli kadın. Cana can.",""
"A2DB8F5149C2A835803AB781C04DB800","CinematicNode_Response_16","Już wystarczy, Chajat.","Bu kadarı yeter, Chajat.",""
"A54ED0E84AD29649384AF4803FE11D47","CinematicNode_Response_17","Czemu nie zdechniesz, jak twój ojciec?","Niye baban gibi gebermiyorsun?",""
"6BBD367C422A855A779C7EA66D81D116","CinematicNode_Response_2","Odsuń się babciu, bo <dl>juha</> się będzie lać.","Çekil nine, yoksa <dl>kan</> akacak.",""
"34E784DD46654B1E709B278E18B7BC55","CinematicNode_Response_20","Nieodrodny syn swojego ojca. Równie butny.","Babasının özbeöz oğlu. Aynı küstahlık.",""
"DB40EBC241C3CFA043DEC8B6E6DD10AB","CinematicNode_Response_21","W żałobie nie ma miejsca na twoją nienawiść. Wiesz, że twój syn chciał powstrzymać rozlew krwi. Umarł pełen wstydu.","Yasta nefretine yer yoktur. Oğlunun kan dökülmesini durdurmak istediğini biliyorsun. Utancıyla can verdi.",""
"A485B44F49590809E9D07EA809463842","CinematicNode_Response_21","Konając, ściskał medalik z komunii. I modlił się o przebaczenie. Dla was wszystkich.","Son nefesinde komünyon madalyonunu sıkıyordu. Hepiniz için bağışlanma diliyordu.",""
"56F991024152F9E2B9769EA6F10A926F","CinematicNode_Response_21","To był dobry chłopiec. Matka Boska by nie chciała...","İyi bir oğlandı. Meryem Ana bunu istemezdi…",""
"8F7FF3CD4839A62B97B41284939FFB9C","CinematicNode_Response_21","Babciu? Co wy, przecież on czaruje was!","Nine? Ne diyorsunuz, bu sizi büyülüyor be!",""
"0BBDDDC84B948BD7C2BD729ED0E09264","CinematicNode_Response_21","Chłopcy, odprowadźta mnie do domu. Oszczędźta takiego bólu waszym matkom.","Oğullar, beni eve bırakın. Analarınızı böyle bir acıdan kurtarın.",""
"4E1584D7423FA5E52E2E0BBAA0D66C00","CinematicNode_Response_21","...","…",""
"1325208E4500E59EE025B490E75B06DE","CinematicNode_Response_22","Nie mam nastroju. Spierdalać.","Hâlim yok. Defolun.",""
"4B24AB88406E250ACCF91BA26669981F","CinematicNode_Response_22","Zabić go, zanim jeszcze coś powie!","Bir şey daha demeden öldürün şunu!",""
"61EDB4AF4C14EB71563251BBCAD226FA","CinematicNode_Response_23","Jeszcze ty tu jesteś. Brać go.","Bir de sen mi çıktın. Yakalayın şunu.",""
"83D7EB704AFD221EE8C02C854E422605","CinematicNode_Response_24","Przykro mi z powodu twojej zgryzoty, Chajat. Życzę ci, żebyś znalalazł w sobie siłę, aby ją przezwyciężyć.","Çektiğin acı için üzgünüm, Chajat. Onu yenecek gücü kendinde bulmanı dilerim.",""
"A35CC820402791422D682DB2F664B6B8","CinematicNode_Response_25","Dokładasz swój głos do chóru, który chce nas uciszyć. Ulice spłyną krwią.","Sesini, bizi susturmak isteyenlerin korosuna katıyorsun. Sokaklar kana bulanacak.",""
"0BDD33F341A2664A1487689ABDAAE0D3","CinematicNode_Response_26","Szkoda czasu na idiotów.","Aptallara harcayacak vakit yok.",""
"AB5D602C42A7B7159AE2B6965E12FDA3","CinematicNode_Response_27","Idź stąd, chłopcze i módl się, żebyśmy się więcej nie spotkali.","Çek git evlat, bir daha karşılaşmamak için dua et.",""
"CA3F9B174D1855892FC48B8868B5727E","CinematicNode_Response_28","Rofe nie żyje, spóźniliście się.","Rofe öldü, geç kaldınız.",""
"3B81E8F942047C90119C9B86FFF12C79","CinematicNode_Response_3","...","…",""
"F7592CBC4CAC22E50A8CB09C8C4CBDCA","CinematicNode_Response_30","Ludzie! Ludzie! Stójta! Tak nie wolno, dobry Bóg się wstydzi za was.","İnsanlar! Durun! Olmaz böyle, iyi yürekli Tanrı sizden utanıyor.",""
"CC7FBC044C2040010E47668EA17BB5EB","CinematicNode_Response_31","Pewnie z tamtym <dl>zblatowany</>. Toć od razu widać, że to taki sam pomiot jak i ten Żyd. Ogniem ich chłopcy! Ogniem!","Eminim onunla <dl>kafadar</>. Belli ki o Yahudi'yle aynı soydan. Ateşe verin oğullar! Ateşe verin!",""
"BAAD8FB742C85136F9704B91C25BD1E5","CinematicNode_Response_34","Boli mnie, że cię tu widzę Chajat. Miałem o tobie lepsze zdanie.","Seni burada görmek bana acı veriyor Chajat. Hakkında daha iyi düşünürdüm.",""
"AB2A72374D8EC4AA3FA462B89006502D","CinematicNode_Response_34","Jak i ja o tobie i twoim ojcu.","Ben de senin ve babanın hakkında.",""
"FC4B0D584F2DA4718D8CEB988515E077","CinematicNode_Response_35","Co ty robisz z nimi, Chajat?","Onlarla ne yapıyorsun, Chajat?",""
"FC21DA7841B49AE73F3624B4EC549E4C","CinematicNode_Response_35","Upewniam się, że tacy jak ty, nikogo już nie skrzywdzą.","Senin gibilerin bir daha kimseyi incitmemesini sağlıyorum.",""
"306238704AA0C258F9A1BA9F9AB59B6E","CinematicNode_Response_36","Ludzie! Ludzie! Stójta! Tak nie wolno, dobry Bóg się wstydzi za was.","İnsanlar! Durun! Olmaz böyle, iyi yürekli Tanrı sizden utanıyor.",""
"4497AD414A1E6909C7B4F89E64E24C14","CinematicNode_Response_36","Pani Józefowa, Boga w to nie mieszajcie.","Pani Józefowa, Tanrı'yı bu işe karıştırmayın.",""
"137A4A5A4033501D5DD73B8CB948F79C","CinematicNode_Response_39","Dalej, pozbywając się tego tu, zrobimy wszystkim przysługę.","Hadi, şunu temizlersek herkese iyilik etmiş oluruz.",""
"9BE6FDD740116DDB0AEA8B9ED675506F","CinematicNode_Response_4","Miejmy to za sobą. Będziesz się bił sam, czy wysłużysz się tymi idiotami?","Bitirelim şu işi. Kendin mi dövüşeceksin, yoksa bu aptalları mı kullanacaksın?",""
"68583063415D029A233BE6B7368793F8","CinematicNode_Response_4","...","…",""
"C7E635C04179A0A64E9FCB93D2E8241D","CinematicNode_Response_4","Tak myślałem.","Ben de öyle düşünmüştüm.",""
"DEDD41314F2123A8BE1CA7A4557ED848","CinematicNode_Response_40","Dawno już powinniśmy się z wami rozliczyć.","Sizinle hesabımızı çoktan görmüş olmamız gerekirdi.",""
"4DA5E02E4F216AA541138199166F8D44","CinematicNode_Response_47","Ludzie, nie czekajta! Bijta go!","İnsanlar, beklemeyin! Vurun şuna!",""
