"Hash","NodeName","PL","TR","Notes"
"362D37F545D980427204C4B2E17513DA","CinematicNode_Choice_0","Zapytaj, czy im nie wstyd.","Utanıp utanmadıklarını sor.",""
"E1F30D0A44E1A785B5AE3A88CA7CCADD","CinematicNode_Choice_0","Naucz ich dobrych manier.","Onlara görgü kurallarını öğret.",""
"DF3139A2495E200923AC25B46E81F708","CinematicNode_Choice_0","Dowiedz się, co się stało z fałdżejem.","Fałdżej'e ne olduğunu öğren.",""
"7AA09FB74C17081B1CC9D7A1BE7A105D","CinematicNode_Choice_0","1","1",""
"80D564AE4417F585D7B5C2ACD1951F7F","CinematicNode_Choice_0","2","2",""
"74EAC8644FE7B2C879087F86CE3354E2","CinematicNode_Choice_0","3","3",""
"360EB3CA4D93F83034F36F912A9AD76C","CinematicNode_Choice_3","Powiedz, że wiesz już wszystko.","Artık her şeyi bildiğini söyle.",""
"F7E807D54DBC41CB7C4125BFDCEB2685","CinematicNode_Choice_3","Dowiedz się więcej o doktorze.","Hekim hakkında daha fazla öğren.","doktor → hekim (glossary)"
"A926C0694E11B01E9FA44E97410E3A57","CinematicNode_Choice_3","Dowiedz się więcej o tajemniczej kobiecie.","Gizemli kadın hakkında daha fazla öğren.",""
"693E7C7F4D96E6993E6C1F904B51FA40","CinematicNode_Choice_3","1","1",""
"85C5D6FB45D4C1FD0195CE8775F31EE4","CinematicNode_Choice_3","2","2",""
"CEE682584CE04090A392A1AF1B9E525E","CinematicNode_Choice_3","3","3",""
"DFA85DB84A8285C039BB5E9995ADCD93","CinematicNode_Response_0","Lepiej posłuchajcie młodego. Te rzeczy nie należą do was.","Genci dinleseniz iyi edersiniz. Bu şeyler size ait değil.",""
"B36E86744AB3819B9D8F1A806D8DADFD","CinematicNode_Response_0","Bo co?","Yoksa?",""
"7F6482214F3055F691A0898582659AE2","CinematicNode_Response_1","A pan tu czego szukasz? To nasze <i>fanty.</>" ,"Siz burada ne arıyorsunuz? Bunlar bizim <i>mallarımız.</>",""
"4FA6392D43F44E5BB9143D99614C8E34","CinematicNode_Response_10","A ten doktor, do czego magii używał? Do składania kości?","Peki o hekim, büyüyü ne için kullanıyordu? Kemik birleştirmek için mi?","doktor → hekim (glossary)"
"CAA2A3454CE7FE260EBC44ADBD0DCDD6","CinematicNode_Response_10","Moją Bożenkę zbałamucił!","Benim Bożenka'mı baştan çıkardı!",""
"054C2F1B466D7A3BFA73E48B99D72B86","CinematicNode_Response_10","Nie zbałamucił, tylko uciekła. Tłukłeś ją, dzień i noc, to czego się spodziewałeś? Doktor jej pomógł.","Baştan çıkarmadı, kaçtı. Gece gündüz döverdin onu, ne bekliyordun? Hekim ona yardım etti.","doktor → hekim (glossary)"
"A1AD9CBA4B56256E27679483D94B2B9A","CinematicNode_Response_10","Dlatego na niego doniosłeś.","Bu yüzden ihbar ettin onu.",""
"21A4016943B9100CE7D0378C92E081A7","CinematicNode_Response_11","Możesz opisać tę kobietę?","O kadını tarif edebilir misin?",""
"EF7F589C4A40D6BF6DD4BAB59451EEC4","CinematicNode_Response_11","Wiedźma prawdziwa! Widziałem, że kły miała jak wilk. I kapkę na nosie.","Gerçek bir cadı! Gördüm, kurt gibi dişleri vardı. Ve burnunda bir ben.",""
"B0DD73084366E78DDBCB12B3604B1802","CinematicNode_Response_11","Nieprawda, wyglądała normalnie. I dzieciom pomogła, uspokoiła, jak ruskie zaczęły szaleć. Przy niej zaraz przestały płakać.","Yalan, normal görünüyordu. Çocuklara da yardım etti, Ruslar coşmaya başlayınca onları sakinleştirdi. Yanında hemen ağlamayı kestiler.",""
"2873CF27445CDB4E16A89485A65DA53C","CinematicNode_Response_11","No właśnie! Zauroczyła je, magii użyła.","İşte! Büyüledi onları, sihir kullandı.",""
"F94D49AC4F318A73EE09D79A7431148D","CinematicNode_Response_12","Wystarczy. Wszystko już wiem.","Yeter. Artık her şeyi biliyorum.",""
"4FCC8B0C4450B370286627A7710F7641","CinematicNode_Response_12","To jak się pan wyedukowałeś, to daj nam spokój.","Madem ihtiyacınız olan bilgiyi edindiniz, bizi rahat bırakın.",""
"460205CA4491E0EA37CF6F823FB04F8D","CinematicNode_Response_2","Doktora nie ma, rzeczy są niczyje. Rozumiesz pan?","Hekim yok, eşyalar sahipsiz. Anlıyor musunuz?","doktor → hekim (glossary)"
"499AB8DE4D829CAED1001F97FC2FC8EF","CinematicNode_Response_5","Porcelana miała być dla mnie i Dorotki! Obiecałem jej nowy serwis.","Porselen benim ve Dorotka için olacaktı! Ona yeni bir takım söz verdim.",""
"3D72007F46E17FB9BDB235A8C67F1A2C","CinematicNode_Response_5","Kto pierwszy, ten lepszy. A jak baba będzie ci dziamolić, to nauczysz ją rezonu i tyle.","İlk gelen alır. Kadın dırdır ederse, aklını başına getirirsin, o kadar.",""
"75DDD7AC446436C0C07952B279126FAE","CinematicNode_Response_5","Zostawmy to. Te rzeczy nie należą do nas.","Bırakalım bunu. Bu şeyler bize ait değil.",""
"BF1ACE38476E186B4EF0848F92BA6E20","CinematicNode_Response_5","Znalezione, nie kradzione!","Bulunmuş, çalınmış değil!",""
"078D4C744BC4372A4C3C4CB6BBDECD0A","CinematicNode_Response_6","A niby taki dobry, ludzi za darmo leczył, a tu proszę. Magik i szarlatan, to i się doigrał.","Güya öyle iyiymiş, insanları parasız tedavi ediyormuş, bak şimdi. Büyücü ve şarlatan, hak ettiğini buldu.",""
"E0A4BB294F5EAE56771EECA53B3FC36D","CinematicNode_Response_6","Tak. Niewinnych Ochrana do Cytadeli nie bierze.","Evet. Ochrana masumları Kale Hapishanesi'ne götürmez.",""
"E556D6A14F8533E89F5C7F93FE57E76A","CinematicNode_Response_6","Kłamiecie! Obaj! To był dobry człowiek, i dzięki Bogu, udało mu się uciec. Ta dziwna kobieta mu pomogła.","İkiniz de yalan söylüyorsunuz! İyi bir insandı, ve Tanrıya şükür, kaçmayı başardı. O garip kadın ona yardım etti.",""
"E8F629494AEB7715463B53964CAA348D","CinematicNode_Response_6","Pan nie wierzy, w to co mówią.","Siz onların söylediklerine inanmıyorsunuz.",""
"DF0BA4B0411DF44A96F9D683399CE5A5","CinematicNode_Response_7","Burnakowicz był lekarzem, pomagał Wam, chociaż najwyraźniej na to nie zasługiwaliście. Powinniście się wstydzić.","Burnakowicz bir hekimdi, size yardım ediyordu; açıkça görüldüğü üzere buna layık değildiniz. Utanmalısınız.",""
"295A691D47D41A3FEDE2B2AE33B0F9F5","CinematicNode_Response_7","Ta... swój swego broni.","Ha... Her kes kendi adamını korur.",""
"E7128C8B4A04F2E05F4F1DB2DF9DEDAF","CinematicNode_Response_7","O co ci chodzi?","Ne demek istiyorsun?",""
"D5F372564335899211F118B082EF0A42","CinematicNode_Response_7","O tę książkę, co ma przy pasie. To magik jest. Jak go przyprowadzimy Ochranie, to jeszcze nam pieniądz wpadnie.","Belindeki kitabı var ya. Büyücü bu. Ochrana'ya götürürsek biraz para da girer.",""
"1514CB5F427B17C41727E79E62DCA2F1","CinematicNode_Response_8","Ja się nie będę w to mieszał. Mam was dość.","Ben buna karışmayacağım. Sizden bıktım.",""
"29C112FA44AEFA8A99F8E5872FEEFDB2","CinematicNode_Response_9","Czas na lekcję manier.","Görgü dersi vakti.",""
"AED36FDA4CCCAF4CC50496887E00EEBD","CinematicNode_Response_9","Chłopaki! Magik! Bierzmy go, Ochrana zapłaci!","Çocuklar! Büyücü! Alın onu, Ochrana öder!",""
