"Hash","NodeName","PL","TR","Notes"
"578178364A580F700911B181FEFCA3BF","CinematicNode_Choice_1","Powiedz, że jesteś upartym thaumaturgiem.","İnatçı bir tılsımkâr olduğunu söyle.",""
"9AA5B2A64AD832DC010A35B2D3645DD4","CinematicNode_Choice_1","Pokaż przepustkę.","Geçiş iznini göster.",""
"EA47562841A16CCBF9E08B982AE1934D","CinematicNode_Choice_1","Odejdź.","Çek git.",""
"EB076AF04561BF18B97A60B121C673E6","CinematicNode_Choice_1","1","1",""
"B55814B5466AA603D9265ABE656FF533","CinematicNode_Choice_1","2","2",""
"34D873914843F9D70483C6824C2B15A4","CinematicNode_Choice_1","3","3",""
"47735C6B4D4DF617DBB3DB955284039C","CinematicNode_Choice_2","Spytaj, co dziewczynka robiła na dworcu.","Küçük kızın garda ne yaptığını sor.",""
"51F8D8004CA248B19E93119BA91B0B9C","CinematicNode_Choice_2","Zapytaj o stan zdrowia dziewczynki.","Küçük kızın sağlık durumunu sor.",""
"FC114732481D7B5AE8DF4E91BB0F9049","CinematicNode_Choice_2","Poproś o przekazanie dziewczynce misia.","Ayıcığı küçük kıza iletmesini rica et.",""
"B7F366F4417DFC8FF0E926ABBBE2963D","CinematicNode_Choice_2","Odejdź.","Çek git.",""
"F1CE79894F63499EE853368443F256DD","CinematicNode_Choice_2","1","1",""
"50122D3F4CC9BB2623FC3F895AEBDE15","CinematicNode_Choice_2","2","2",""
"AC1F5DA44D0871138DDCE0B128F25196","CinematicNode_Choice_2","3","3",""
"FC1B3BE446586B33C7F39BAA032A39EE","CinematicNode_Choice_2","4","4",""
"9DBC376A43BA37A61FAADB8E4AF39D5E","CinematicNode_Response_0","Przepraszam, chciałem pani na chwilę przeszkodzić.","Affedersiniz, sizi bir an rahatsız etmek istemiştim.",""
"8BDD54B44E9BE4379BA399B1187AD8F6","CinematicNode_Response_0","Jestem z pacjentką, czego pan chce?","Hastayla ilgileniyorum, ne istiyorsunuz?",""
"91F9AD054E52744656FAE68E960B9635","CinematicNode_Response_0","Badam sprawę zamachu i muszę zadać kilka pytań.","Suikast davasını araştırıyorum, birkaç soru sormam gerek.",""
"109EDF9C493CAEA77F1C8192A397B4BB","CinematicNode_Response_0","Pan z jakiej służby?","Hangi kurumdansınız?",""
"634F636F4CC651E75D392ABF24A357C5","CinematicNode_Response_1","To znowu ja.","Yine benim.",""
"305AB4214130DE8F9BCCCA98C54F9AC6","CinematicNode_Response_10","Stefania Lipnicka. Wiem tylko tyle, że zginęła w tym zamachu.","Stefania Lipnicka. Bildiğim tek şey bu suikastte hayatını kaybettiği.",""
"1E4088434831F23733DFC19959CE810F","CinematicNode_Response_12","Jak czuje się młoda pacjentka?","Genç hasta nasıl?",""
"BE728AD74D256A2811ADF3A65886CAD1","CinematicNode_Response_12","Wreszcie usnęła i jest już spokojniejsza. Wzroku, niestety, nie udało się uratować. Po operacji, długo wołała za mamą i za swoja przytulanką.","Sonunda uyudu ve daha sakin. Maalesef gözlerini kurtaramadık. Ameliyatın ardından uzun süre annesini ve oyuncağını çağırdı.",""
"5E9AD9E248868A836A30608C08A4608A","CinematicNode_Response_12","Ostatnią rzeczą, jaką widziała, była śmierć jej matki.","Gördüğü son şey annesinin ölümüydü.",""
"54E8352C4EB2650CD4909687FC613242","CinematicNode_Response_13","Przyniosłem jej misia. Proszę jej go później przekazać.","Ona ayıcığı getirdim. Lütfen onu sonra ulaştırın.",""
"B276151A4B94889A5433928387DE2B00","CinematicNode_Response_13","To miłe, choć, wie pan...","Ne kadar hoş, gerçi, anlarsınız ya…",""
"047727BD44DE1B1530DEB59E16FAABF8","CinematicNode_Response_13","Wiem, nie zwrócę jej tym ani oczu, ani matki.","Biliyorum, bununla ne gözlerini ne de annesini geri getiremem.",""
"3ED2DFD840A39C14231C9484D20093A9","CinematicNode_Response_13","Mimo wszystko, dziękuję.","Yine de sağ olun.",""
"8278B0D747D6E1AB95C72496D7DCECDF","CinematicNode_Response_15","Zajmę tylko chwilę.","Yalnız bir an alacağım.",""
"34DEC5614209F60F73608FA48BFE8E82","CinematicNode_Response_2","Co jeszcze chciałby pan wiedzieć?","Başka ne bilmek istersiniz?",""
"6BFA7A9E44D813CD0A10ED94FF90B5F4","CinematicNode_Response_3","Słucham pana.","Sizi dinliyorum.",""
"F8D80F074D2D9C72B459C8ABEEB958C6","CinematicNode_Response_5","Proszę mi uwierzyć, że mam dobre intencje i zważyć, że jestem thaumaturgiem.","Lütfen iyi niyetli olduğuma ve tılsımkâr olduğuma inanın.",""
"338C4CE84E21AC21AE9FC3935CF75004","CinematicNode_Response_5","Jako czarodziej, powinien pan znać przynajmniej jedno magiczne zaklęcie.","Bir büyücü olarak en az bir büyü biliyor olmanız lazım.",""
"49FB74EC487EE1F8102EF99F5AD05D00","CinematicNode_Response_5","Bardzo, bardzo panią proszę.","Çok, çok rica ediyorum.",""
"F37D9ECA4B840B36D80110BA785B4954","CinematicNode_Response_6","A teraz mogę panią prosić na chwilę?","Şimdi sizi bir an rica edebilir miyim?",""
"7F4FE2034529EB7687CB9C8A58821CAA","CinematicNode_Response_8","To może wrócę później.","O zaman daha sonra dönerim.",""
"615B01D44F870CB4784C1290D91B71B4","CinematicNode_Response_9","Jak pani myśli, co ona robiła na dworcu?","Sizce o garda ne yapıyordu?",""
"51D2361A455073575D611DB86A21EFE9","CinematicNode_Response_9","Mogę się domyślić, że albo przyjechały, albo gdzieś się wybierały razem z matką.","Tahmin edebilirim ki ya geldiler ya da annesiyle birlikte bir yere gidiyorlardı.",""
