"Hash","NodeName","PL","TR","Notes"
"A1529D6F4B0B3616CA3CF48A3039D18A","q103_journal","Gadzi jubel","Sürüngen Cümbüşü","Görev başlığı; gad=sürüngen/yılan (Weles)"
"B4703C644C1A97F6D43F37A07A09FA17","q103_journal","Planujemy z Ligią odwiedzić <i>soirée</> Swietłany Rumiancewej. Znała ojca, więc chcę ją zapytać o Czarny Grymuar. Jeśli tylko będę miał się w co ubrać.","Ligia ile Swietłana Rumiancewa'nın <i>soirée</>'sine gitmeyi planlıyoruz. Babamı tanırmış; ona Kara Grimuar'ı soracağım. Tabii giyecek bir şey bulabilirsem.",""
"0A85202D4E6CEC1949C5E6816C2BC2F9","q103_journal","Na Próżnej 11 udało mi się nabyć frak. Dotrze do mnie wkrótce.","Próżna 11'de bir frak edinmeyi başardım. Yakında elime geçer.",""
"A4D408CF4D8D1EE0E7787DAAC952A4E7","q103_journal","Na progu Hotelu Imperialnego wyczułem salutora o złotej łusce. Śliski, złoty... Ciekawe, czego tu szuka.","Hotel Imperialny'nin eşiğinde altın pullu bir salutor sezdim. Kaypak, altın… Acaba burada ne arıyor.","... → …"
"43416B7D4C3355A63DD1ED87B16B52D1","q103_journal","Dowiedziałem się, że Ligia jest obiektem drwin w towarzystwie młodych mężczyzn.","Ligia'nın, genç erkekler arasında alay konusu olduğunu öğrendim.",""
"A9ED0DB3443FB29B74E7809352F105E9","q103_journal","Postanowiłem bronić honoru siostry. Przemocą.","Kız kardeşimin onurunu savunmaya karar verdim. Şiddetle.",""
"53EB8E2A454B4BC66C7CF98A6A08C803","q103_journal","Obiecałem się zachowywać, więc honor siostry zostaje splamiony.","Uslu durmaya söz verdim; böylece kız kardeşimin onuru lekeli kalıyor.",""
"450485FC4C2788D33CD91B9B6EEC1A30","q103_journal","Na <i>soirée</> jest Zofia Skałon. Popularna debiutantka. Córka <i>tego</> Skałona.","<i>soirée</>'de Zofia Skałon var. Popüler bir sosyete debütantı. <i>Şu</> Skałon'un kızı.",""
"66E1225742438A74246AE1B7A90A806C","q103_journal","W Imperialnym wpadłem na Iwana Konieczkina. Mało rozgadany. Rozmowa niezbyt się kleiła.","Imperialny'de Iwan Konieczkin'e rastladım. Pek konuşkan değil. Sohbet ilerlemedi.",""
"3F69FC544169E8ADF76D03A04DFCE195","q103_journal","Przyjąłem wyzwanie Zofii Skałon w grze towarzyskiej. Mam odkryć sekreciki jej towarzyszy.","Zofia Skałon'un salon oyunundaki meydan okumasını kabul ettim. Yanındakilerin küçük sırlarını ortaya çıkarmam gerek.",""
