"Hash","NodeName","PL","TR","Notes"
"6A77350A4325ED70065A4DAECC47B966","CinematicNode_Choice_0","Zapytaj, o co chodzi.","Ne istediğini sor.",""
"1869335E45D6AB77FB86C9A28BBA61F9","CinematicNode_Choice_0","Idź w zaparte, że nie rozumiesz.","Anlamadığında diren.",""
"B0B678464A86089673E847849C914801","CinematicNode_Choice_0","Od razu powiedz, że jesteś niewinny.","Hemen suçsuz olduğunu söyle.",""
"FEDAAE154047F47D34158884CAAD56EF","CinematicNode_Choice_0","1","1",""
"ADC550BD488DE992FF240EA542639089","CinematicNode_Choice_0","2","2",""
"93C5354E400868EB9A302B8B7FDBEA84","CinematicNode_Choice_0","3","3",""
"80B2941642A4819589475A94BB4654FC","CinematicNode_Choice_1","Odpowiedz na pytanie.","Soruyu yanıtla.",""
"EF5233A348527F6055C591A3A0F2C438","CinematicNode_Choice_1","Zapytaj, co on tu robi.","Burada ne işi olduğunu sor.",""
"6F8883E846D09CF8FD512195E31755CD","CinematicNode_Choice_1","1","1",""
"2E0B517949A00D4004205E87C4ED7B56","CinematicNode_Choice_1","2","2",""
"45B3884047EA0464C32EFB8916FB6ED7","CinematicNode_Choice_2","Pokaż Lazarewowi dokumenty.","Lazarew'e belgeleri göster.",""
"B384284A4DA18B8699B8F7B22A9304FB","CinematicNode_Choice_2","Odmów.","Reddet.",""
"7B71FFDC424282B894C37FB8A6D478A9","CinematicNode_Choice_2","1","1",""
"02928E164F7C8CB98D301BB45F90E0C3","CinematicNode_Choice_2","2","2",""
"5509E8FF4E3E6AEFB1F529891824B346","CinematicNode_Choice_3","Powiedz, że to nie twój problem.","Bunun senin sorunun olmadığını söyle.",""
"A61AA3364EE8D12C8709E99164B531F9","CinematicNode_Choice_3","Daj mu radę.","Ona akıl ver.",""
"6262D3A043CFE60A1F2B9983A5343225","CinematicNode_Choice_3","1","1",""
"44608B8F4F45A0B94D04C3B89F86E31B","CinematicNode_Choice_3","2","2",""
"8C672961495A0309259E1294262FB907","CinematicNode_Choice_5","Powiedz, że będziesz ostrożny.","Dikkatli olacağını söyle.",""
"B736168948FB367083BD4B89B8FCAB0A","CinematicNode_Choice_5","Podziękuj.","Teşekkür et.",""
"F5374DAF40AD3148F56A08977A88EF4B","CinematicNode_Choice_5","Dowiedz się, kogo szukają.","Kimi aradıklarını öğren.",""
"1BD328D748190DCB38204CA3158DBA3C","CinematicNode_Choice_5","1","1",""
"7A605FF546F8FB1380EB3196BEE5014B","CinematicNode_Choice_5","2","2",""
"74F10474405841AF542E52B26D2C5F76","CinematicNode_Choice_5","3","3",""
"24FF35E94546ABB0F47F07B8393F0F5D","CinematicNode_Choice_6","Powiedz, że do niego pójdziesz.","Onun yanına gideceğini söyle.",""
"E43BE57E47250EF0DF1D6FB268D0154F","CinematicNode_Choice_6","Zapytaj, co planuje.","Ne planladığını sor.",""
"7D34A0C944815407A81683A7A9770460","CinematicNode_Choice_6","1","1",""
"67D66F5B4888727E6961CAA5B542CF2C","CinematicNode_Choice_6","2","2",""
"8D1376B34D50A70B3A82A4987F2D66BB","CinematicNode_Response_0","<ru>Vashi dokumenty.</>","<ru>Vashi dokumenty.</>",""
"A68213414AEDF9B5834592AF90800288","CinematicNode_Response_0","<fr>Pardon?</>","<fr>Pardon?</>",""
"1F8633204C2E0415DD2CBDB40681E440","CinematicNode_Response_0","Czego nie rozumie? Dokumenty!","Neyi anlamıyor? Belgeler!",""
"739667F1457DE143755F8DB25E989C17","CinematicNode_Response_10","<ru>Ryadovoy</> Strielcow! Ja to przejmę.","<ru>Ryadovoy</> Strielcow! Ben devralıyorum.",""
"D48C602240EE5844003420B98E437AB1","CinematicNode_Response_10","Dokumenty, nie słyszałeś? Pokażesz, to pójdziesz w swoją stronę.","Belgeler, duymadın mı? Gösterirsen yoluna gidersin.",""
"097C52314E3F319BE6295396FE22784A","CinematicNode_Response_11","<fr>Je ne parle pas</> Ruski.","<fr>Je ne parle pas</> Rusça.",""
"256386344C2C0514EFADE195E2A505C6","CinematicNode_Response_11","Nie dość że magik, to jeszcze <i>franca niemyta</>. Jak cię zaraz obiję, to się w mig nauczysz.","Hem büyücü hem de <i>yıkanmamış Fransız</>. Birazdan seni dövdüğümde göz açıp kapayıncaya kadar öğrenirsin.",""
"9F1092E846F1321EA5E1CEB1177A7D09","CinematicNode_Response_12","Dokumenty! Więcej nie będę powtarzał!","Belgeler! Bir daha tekrar etmeyeceğim!",""
